"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","settlement_offer","amount_billed"
" 680 2748L565","2012","07","Illinois            ","62521","926","05119",0,196200
"002502R492   ","2013","06","South Carolina      ","29662","612","05121",7702000,81900
"001A203890   ","2013","05","Kentucky            ","40741","042","05224",0,133000
"006972M076   ","2013","11","New York            ","10001","665","05122",500000,46800
" 680 3A248891","2012","07","California          ","91733","599","05119",0,81400
" 680 3B825577","2012","05","Oregon              ","97060","599","05219",0,30800
"001D485470   ","2013","06","Illinois            ","60614","620","05121",10610000,132700
" 680 2D110424","2012","08","California          ","95205","712","05122",1000000,46800
" 680 2088C811","2012","08","New Jersey          ","07980","712","05122",1337000,57000
"00491M2594   ","2013","11","Louisiana           ","71055","612","05121",4624000,167300
" 680 6B679538","2012","08","Mississippi         ","38637","758","05121",3250000,444000
" 680 8B19727A","2012","08","New York            ","11377","612","05219",0,56300
"008105M449   ","2013","12","Louisiana           ","71111","042","05122",1159000,145000
"002C356698   ","2013","08","New York            ","10583","676","05121",73781000,2211100
"007B228215   ","2013","04","Illinois            ","60614","612","05121",2230000,96800
"006D46604A   ","2013","09","North Carolina      ","28036","620","05121",139868000,1110700
" 680 5266B469","2012","08","Massachusetts       ","02379","712","05219",0,352600
" 680 1717M550","2012","08","Massachusetts       ","02136","744","05122",218000,31400
"005D606299   ","2013","09","Maine               ","04005","665","05122",5517000,169700
"000D643116   ","2013","04","New Jersey          ","08805","571","05122",250000,27500
" 680 5669A656","2012","08","Florida             ","32127","719","05119",0,35200
"007D257724   ","2013","10","Texas               ","78214","543","05121",3163000,129900
"006A556475   ","2013","09","Washington          ","98031","169","05122",1040000,113700
"001B605536   ","2013","12","New York            ","11201","416","05122",52000,11700
"005A195391   ","2013","09","Texas               ","75006","112","05122",8143000,380200
"001396R59A   ","2013","07","North Carolina      ","27101","010","05121",2939000,68100
" 680 3538P104","2012","01","New York            ","10604","651","05119",0,20800
" 680 2301M683","2012","04","Tennessee           ","37129","537","05122",300000,35600
"008326M885   ","2013","12","Nebraska            ","68701","169","05121",8225000,217100
"00411P9859   ","2013","10","New Jersey          ","08068","416","05121",1130000,101300
" 680 2246B477","2012","05","New Jersey          ","07424","599","05119",0,40000
"005C203350   ","2013","10","Illinois            ","60622","620","05121",12126000,149300
"006A575569   ","2013","10","Illinois            ","60101","620","05223",10000000,39200
"00184M5535   ","2013","10","Oklahoma            ","73107","556","05121",1515000,58300
"005919N620   ","2013","07","New York            ","10969","592","05121",9152000,217100
"007219N740   ","2013","09","New Jersey          ","07105","612","05122",1350000,93500
" 680 1738P849","2012","08","Michigan            ","48858","593","05119",0,27000
" 680 1916P763","2012","01","New Jersey          ","08840","712","05119",0,102300
"00424M7565   ","2013","11","North Carolina      ","28607","612","05121",0,106200
"007967C185   ","2013","04","Colorado            ","80906","612","05121",5341000,117100
"001D518825   ","2013","06","Missouri            ","63052","169","05122",1500000,465700
" PACP7072R974","2012","04","Texas               ","75057","712","05233",0,157400
"007392M29A   ","2013","10","Pennsylvania        ","18017","010","05121",74837000,1166100
"008A96923A   ","2013","11","Colorado            ","80013","169","05122",1000000,108400
"0087K09739   ","2013","07","Minnesota           ","55107","612","05121",130343000,1428300
"006695R448   ","2013","09","Pennsylvania        ","19116","100","05223",1000,96200
" 680 57L92256","2012","05","Pennsylvania        ","19148","665","05219",0,18000
" PACP6A615049","2012","08","Texas               ","79107","090","05121",1911000,103400
" 680 7250P529","2012","08","California          ","91730","712","05219",0,149400
"004D928463   ","2013","08","Alabama             ","35020","639","05121",2481000,65600
"007691C533   ","2013","09","New Jersey          ","07435","100","05219",0,27900
"000301P212   ","2013","10","Alabama             ","36360","665","05122",5200000,139700
"006432N553   ","2013","07","Ohio                ","44121","010","05121",4790000,233400
"005A496022   ","2013","08","Alabama             ","35242","997","05223",51000,155900
"003A771169   ","2013","08","Pennsylvania        ","18641","169","05121",8509000,159000
" 680 9023M282","2012","08","Minnesota           ","55110","743","05122",279000,23900
"007C006952   ","2013","01","Missouri            ","63031","665","05122",4508000,55000
" 680 4797X231","2012","08","Michigan            ","48083","926","05119",0,631000
"006027R631   ","2013","08","Wisconsin           ","53210","010","05223",20000000,188100
"009537M822   ","2013","08","Massachusetts       ","02116","718","05119",0,18900
"009C518719   ","2013","03","Virginia            ","23834","169","05122",400000,46800
" 680 3220C050","2012","08","New York            ","11234","599","05119",0,48000
"006822M166   ","2013","09","Texas               ","78705","612","05121",11353000,494600
"002435R660   ","2013","06","Utah                ","84770","620","05121",31462000,224300
" 680 4A76478A","2012","07","Utah                ","84067","691","05219",0,14800
"003D890839   ","2013","08","New Jersey          ","07901","640","05224",10000000,139800
"000C558910   ","2013","06","North Carolina      ","27603","595","05122",2285000,210200
" 680 873Y7232","2012","08","California          ","92336","544","05121",9264000,104600
" 680 0403R642","2012","05","New Jersey          ","07002","461","05119",0,14600
"000814R93A   ","2013","06","New York            ","10452","924","05223",178000,2824900
" 680 9344R598","2012","08","Missouri            ","63116","758","05119",0,9100
" 680 6649W720","2012","04","New York            ","10165","651","05219",0,43400
" 680 2A325227","2012","02","New York            ","11566","546","05106",0,5600
"006826M153   ","2013","09","Nevada              ","89119","612","05121",46974000,307400
"008C803729   ","2013","02","Illinois            ","60411","169","05223",330000,163900
" 680 9A632771","2012","03","California          ","95452","712","05219",0,104000
" 680 4491B72A","2012","08","Iowa                ","52800","651","05219",0,33600
" 680 8320N62A","2012","08","Maine               ","04210","712","05121",1857000,30700
"00441Y5319   ","2013","10","Colorado            ","80903","612","05121",4447000,141500
"007D577129   ","2013","10","Illinois            ","60614","620","05121",10800000,83800
"009C734164   ","2013","03","Georgia             ","30308","665","05122",1100000,36600
"005094D867   ","2013","11","Montana             ","59102","640","05122",77000,6900
"002D823319   ","2013","07","Connecticut         ","06811","913","05223",230000,436100
"004D439028   ","2013","08","Minnesota           ","56187","169","05122",200000,41300
"007899N568   ","2013","08","Maryland            ","20850","592","05122",895000,57400
" 680 862D2188","2012","08","New Jersey          ","07751","712","05121",4624000,137000
"008A462466   ","2013","12","Colorado            ","80223","100","05219",0,45700
" 680 6441B993","2012","01","New Hampshire       ","03104","712","05121",0,63700
"005064L498   ","2013","07","Maryland            ","21201","112","05122",80000,28000
" 680 9257N045","2012","08","New York            ","14610","592","05119",0,4400
" 680 9750N087","2012","05","Illinois            ","60638","712","05219",0,498900
" 680 6A936656","2012","08","California          ","90804","651","05119",0,17600
"005B061440   ","2013","05","Arizona             ","85381","665","05122",0,53100
"009B577066   ","2013","08","Wisconsin           ","53217","639","05121",8490000,106700
"007C756056   ","2013","02","Indiana             ","46526","453","05121",3774000,27300
" 680 4667X670","2012","08","New York            ","10469","620","05223",42000,311500
"005D718654   ","2013","08","Utah                ","84095","010","05223",10000000,681500
"008897C822   ","2013","12","Mississippi         ","38672","156","05224",5000000,8700
"001B638230   ","2013","11","Michigan            ","48044","620","05121",331151000,2168700
" 680 3D597868","2012","08","California          ","95677","651","05119",0,10800
"001755C104   ","2013","11","Montana             ","59101","571","05121",33476000,566200
"008C407770   ","2013","04","Pennsylvania        ","19136","620","05224",10000000,27700
" 680 5965N292","2012","08","New Jersey          ","07083","612","05119",0,50000
" 680 6111N690","2012","06","Ohio                ","45044","712","05121",3236000,44600
" PACP424M7983","2012","08","Texas               ","75452","712","05233",0,176600
"002B230283   ","2013","03","Michigan            ","48098","612","05145",20000000,19500
" 680 7B94611A","2012","04","North Dakota        ","58554","741","05119",0,8800
"002870R516   ","2013","07","Texas               ","75020","169","05121",2611000,118700
"005380H123   ","2013","08","Massachusetts       ","02301","638","05122",726000,77900
" 680 9030M261","2012","08","Illinois            ","60607","651","05119",0,19000
"001722R792   ","2013","07","Oregon              ","97501","612","05121",49645000,255200
" 680 2416N710","2012","08","California          ","92620","620","05121",124803000,488000
" 680 5874P814","2012","04","Vermont             ","05822","712","05219",0,440000
"006392X500   ","2013","03","Illinois            ","60642","984","05125",10000000,327000
"003429J955   ","2013","04","Connecticut         ","06450","639","05122",637000,43100
"002D477467   ","2013","05","Tennessee           ","38116","566","05223",2022000,178400
"005C93897A   ","2013","01","Tennessee           ","37877","984","05125",10000000,63400
" 680 8827X403","2012","08","Pennsylvania        ","15666","712","05219",0,57200
"009056N898   ","2013","09","New York            ","10002","111","05122",891000,182400
"003259P139   ","2013","12","Oregon              ","97233","620","05223",50000000,64600
"006197C489   ","2013","06","Illinois            ","60446","676","05121",13381000,372900
"007D568077   ","2013","11","New York            ","11232","612","05223",20000000,305100
"003429P077   ","2013","12","Pennsylvania        ","19027","970","05223",12000,132800
"007218M919   ","2013","09","Oklahoma            ","73075","169","05224",20000000,86800
"002116P118   ","2013","11","North Carolina      ","27408","044","05224",20000000,23800
"004444L504   ","2013","07","Nebraska            ","68847","665","05122",5080000,61600
"006B634428   ","2013","03","New Mexico          ","88312","600","05121",3890000,92000
" 680 2647R527","2012","07","California          ","95614","091","05219",0,51400
" 680 9490C036","2012","08","Alabama             ","35802","091","05122",2289000,119100
